nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link
Rumah mediterania Cipete Utara Lt. 409 m2/Lb. 500 m2. 9. 9M,4,4,500,9900000000,24205379,"Vila sawo, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mediterania-cipete-utara-lt-409-m2-lb-500-m2-9-9m-oleh-soni-indra-18714654
Cipete Cilandak,5,6,400,9900000000,43612335,"Cipete Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-cilandak-oleh-ahmad-sofwan-18860797
Jagakarsa Rumah Mewah Best Price,5,5,650,9850000000,19089147,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-rumah-mewah-best-price-oleh-nizar-luthfi-18064708
Dijual Murah Lokasi Strategis Area Kebayoran Baru,4,4,250,9800000000,16144975,"Haji Saidi, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-murah-lokasi-strategis-area-kebayoran-baru-oleh-johannes-tjhin-18731519
BANGKA KEMANG - Brand New House with Swimming Pool,4,6,517,9800000000,38582677,"Bangka Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bangka-kemang-brand-new-house-with-swimming-pool-oleh-abdurrahman-siddiq-18877649
Rumah Brand New Bangka Kemang,4,6,517,9700000000,38188976,"Bangka Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-brand-new-bangka-kemang-oleh-helmi-riza-18863760
RUMAH DIJUAL CLUSTER SIGNATURE SERENIA HILLS LEBAK BULUS SIAP HUNI DEKAT MRT FASILITAS LENGKAP,5,5,250,9700000000,34892086,"Pertanian raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-cluster-signature-serenia-hills-lebak-bulus-siap-huni-dekat-mrt-fasilitas-lengkap-oleh-abdullah-rifky-said-ss-18836048
"3 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",3,3,157,9600000000,40336134,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-sarman-18777751
Rumah Secondary Siap Huni Lokasi Strategis Pinggir Jalan Selangkah Ke Jl. Jend. Gatot Soebroto,3,3,200,9500000000,29230769,"Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-secondary-siap-huni-lokasi-strategis-pinggir-jalan-selangkah-ke-jl-jend-gatot-soebroto-oleh-teguh-arisman-18287307
Jual Rumah Pondok Indah,3,4,370,9500000000,41484716,"Pondok Indah Jakarta Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-pondok-indah-oleh-ria-yuliantini-18707168
"4 Bedrooms Rumah Cilandak, Jakarta Selatan, DKI Jakarta",3,4,400,9500000000,45454545,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-cilandak-jakarta-selatan-dki-jakarta-oleh-elly-maria-18869666
Rumah Dijual Pondok Indah,3,3,330,9500000000,55882353,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pondok-indah-oleh-andien-rr-18350201
"Dijual Rumah mewah dalam town house Hook  Pertanian Raya Karang Tengah, Lebak Bulus jakarta selatan",4,4,327,9500000000,26243094,"Pertanian raya karang tengah, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-dalam-town-house-hook-pertanian-raya-karang-tengah-lebak-bulus-jakarta-selatan-oleh-ahmad-sauqi-18862796
Rumah 2 lantai siap huni lingkungan tenang lokasi strategis dekat dengan jalan utama dan Toll Jorr,4,5,400,9500000000,28273810,"Ampera, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-siap-huni-lingkungan-tenang-lokasi-strategis-dekat-dengan-jalan-utama-dan-toll-jorr-oleh-cecep-baskara-16758841
Pondok Indah Rumah 3 Lantai dengan Private Pool Hadap Timur,4,4,371,9500000000,38000000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-3-lantai-dengan-private-pool-hadap-timur-oleh-nizar-luthfi-18669604
"PONDOK INDAH RUMAH BARU : DEKAT PIM 2 SIAP HUNI, FURNISHED, 3 LANTAI + S. POOL & MEWAH",4,4,200,9500000000,38934426,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-baru-dekat-pim-2-siap-huni-furnished-3-lantai-s-pool-mewah-oleh-nizar-luthfi-18069106
Rumah di pondok Indah harga nego,4,4,200,9500000000,38934426,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-pondok-indah-harga-nego-oleh-arie-yudha-18156064
"Gaharu, Cipete Jakarta Selatan",4,4,632,9500000000,40425532,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-gaharu-cipete-jakarta-selatan-oleh-novi-jusmanto-e-17802053
JUAL CEPAT MURAH RUMAH MEWAH FASILITAS KOLAM RENANG DI PONDOK INDAH JAKARTA SELATAN,4,6,370,9500000000,41484716,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-mewah-fasilitas-kolam-renang-di-pondok-indah-jakarta-selatan-oleh-abdullah-rifky-said-ss-18175366
Ampera Raya,4,5,400,9500000000,42410714,"Ampera Raya, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-raya-oleh-ahmad-sofwan-18938855
Rumah mewah with Private pool dalam Townhouse di AMPERA-KEMANG,4,5,400,9500000000,42410714,"Kemang,Jakarta selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-with-private-pool-dalam-townhouse-di-ampera-kemang-oleh-yoni-topan-18880492
"Di jual rumah mewah di pondok indah , jakarta selatan !",4,6,350,9500000000,48717949,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-ahmad-sauqi-18844392
Ragunan Pasar Minggu,5,6,410,9500000000,22619048,"Ragunan Pasar Minggu Jakarta Selatan, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ragunan-pasar-minggu-oleh-taufik-s-e-18911135
Bangka Residace Ready Rumah Baru dan Kavpling Siap Bangun,6,5,500,9500000000,37254902,"Bangka, Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bangka-residace-ready-rumah-baru-dan-kavpling-siap-bangun-oleh-abdul-hay-18147900
Bangka Residace Ready Rumah Baru dan Kavpling Siap Bangun,6,5,500,9500000000,37254902,"Bangka, Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bangka-residace-ready-rumah-baru-dan-kavpling-siap-bangun-oleh-abdul-hay-18147900
Dijual Rumah second siap huni murah hitung tanah di Perdatam Pancoran Jakarta Selatan,7,7,505,9500000000,15397083,"Perdatam, Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-second-siap-huni-murah-hitung-tanah-di-perdatam-pancoran-jakarta-selatan-oleh-muhammad-syukron-18517380
Dijual rumah BU di Pancoran jakarta Selatan,7,7,505,9500000000,15397083,"Pancoran, Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-bu-di-pancoran-jakarta-selatan-oleh-muhammad-syukron-18720809
Dijual rumah dibawah pasaran tanah luas di Pancoran Jakarta Selatan,7,7,505,9500000000,15397083,"Pancoran, Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-dibawah-pasaran-tanah-luas-di-pancoran-jakarta-selatan-oleh-muhammad-syukron-18921192
HARGA DIBAWAH PASAR Rumah Mewah Siap Huni di Perdatam Pancoran,8,7,505,9500000000,15397083,"JL. Raya Pancoran, Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-harga-dibawah-pasar-rumah-mewah-siap-huni-di-perdatam-pancoran-oleh-dedi-aprianto-18927354
"7 Bedrooms Rumah Pancoran, Jakarta Selatan, DKI Jakarta",8,7,505,9500000000,15397083,"Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-7-bedrooms-rumah-pancoran-jakarta-selatan-dki-jakarta-oleh-muhamad-hansamu-17762829
"Gandaria Selatan, Cilandak, Jakarta Selatan",10,8,1100,9500000000,15248796,"Gandaria Selatan, Cilandak, Jakarta Selatan, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-gandaria-selatan-cilandak-jakarta-selatan-oleh-debby-noviana-17432481
"Dijual Rumah Mewah 2 lantai, Luas Tanah 238m Posisi Hook",3,3,157,9400000000,39495798,"Pondok Pinang, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-2-lantai-luas-tanah-238m-posisi-hook-oleh-yadi-18794069
Jual Rumah Tropis Pondok Indah,3,3,157,9400000000,39495798,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tropis-pondok-indah-oleh-ria-yuliantini-18695842
Rumah mewah pondok indah,3,4,350,9400000000,48205128,"Jl.pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-pondok-indah-oleh-vina-18832237
For sale rumah mewah di pertanian raya dalam town house lebak bulus,4,4,327,9400000000,25966851,"Jalan pertanian raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-mewah-di-pertanian-raya-dalam-town-house-lebak-bulus-oleh-ahmad-khalil-giraldi-18861884
Rumah Mewah Hook Lokasi Strategis di Pondok Indah,4,4,157,9400000000,39495798,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-hook-lokasi-strategis-di-pondok-indah-oleh-dhenis-emanuel-18699386
Pondok indah,4,4,157,9400000000,39495798,"Pondok indah raya, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-syamsudin-18899557
Jual Cepat Murah Rumah Mewah Siap Huni Di Pondok Indah,4,4,157,9400000000,39495798,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-mewah-siap-huni-di-pondok-indah-oleh-fathia-thalib-s-i-kom-18426152
Turun Harga Rumah Siap Huni di Pertanian Lebak Bulus,2,3,326,9300000000,25340599,"Pertanian Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-siap-huni-di-pertanian-lebak-bulus-oleh-widyastuti-setyaningrum-17597436
Rumah Brand New Dalam Komplek Lokasi Lebak Bulus,4,3,326,9300000000,25340599,"Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-brand-new-dalam-komplek-lokasi-lebak-bulus-oleh-raharja-hadi-bastari-17607564
Rumah lama di lokasi sangat strategis di Lebak Bulus,4,5,500,9250000000,18389662,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lama-di-lokasi-sangat-strategis-di-lebak-bulus-oleh-duta-nirwana-18339343
Rumah Lama di Lebak Bulus,5,10,500,9250000000,18389662,"Jalan Adhyaksa Raya Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lama-di-lebak-bulus-oleh-aii-dyana-18352222
Dijual Rumah mewah Perpaduan eropa jawa & bali Terletak di Area Jagakarsa Jakarta selatan !,5,7,400,9200000000,14720000,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-perpaduan-eropa-jawa-bali-terletak-di-area-jagakarsa-jakarta-selatan-oleh-ahmad-sauqi-18890256
Rumah Baru Kolam Renang di Bangka Jakarta Selatan,5,6,518,9170000000,40396476,"Bangka Raya, Mampang Prapatan, Jakarta Selatan, Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-kolam-renang-di-bangka-jakarta-selatan-oleh-dewi-komalasari-18712323
[HOT PRODUCT] HUNIAN MEWAH MINIMALIS MODERN DI KAWASAN KEMANG BANGKA JAKARTA SELATAN,5,6,518,9085000000,40739910,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hot-product-hunian-mewah-minimalis-modern-di-kawasan-kemang-bangka-jakarta-selatan-oleh-rieza-ejoy-18615019
Pasar Minggu,1,2,150,9000000000,10830325,"Holtikultura, Pasar Minggu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pasar-minggu-oleh-lilian-18671004
House for Sale Dijual at Kemang nice and modern house in compex 08176881555,3,4,370,9000000000,31914894,"kemang raya, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-house-for-sale-dijual-at-kemang-nice-and-modern-house-in-compex-08176881555-oleh-rizki-hosjak-17690637
"Rumah Nyaman dan Rapi Dijual di Kemang, Cilandak Timur, Cluster",3,4,300,9000000000,32608696,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-nyaman-dan-rapi-dijual-di-kemang-cilandak-timur-cluster-oleh-krisnani-wiwiek-13646462
Tebet Barat,3,4,250,9000000000,39130435,"Jalan Tebet Barat, Tebet Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-barat-oleh-aris-kumoro-18872625
RUMAH DIJUAL DI KEMANG SELATAN DALAM CLUSTER MEWAH LOKASI PREMIUM FASILITAS KOLAM RENANG PRIBADI,4,5,261,9000000000,15652174,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-kemang-selatan-dalam-cluster-mewah-lokasi-premium-fasilitas-kolam-renang-pribadi-oleh-abdullah-rifky-said-ss-18257230
"Dijual Rumah lama di Pejaten Barat, Kemang",4,4,350,9000000000,15985790,"Jalan Pekayon 1, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lama-di-pejaten-barat-kemang-oleh-taufan-putra-18199862
"4 Bedrooms Rumah Lebak Bulus, Jakarta Selatan, DKI Jakarta",4,4,400,9000000000,22332506,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-lebak-bulus-jakarta-selatan-dki-jakarta-oleh-ruth-megawati-17716771
"4 Bedrooms Rumah Kebayoran Baru, Jakarta Selatan, DKI Jakarta",4,4,268,9000000000,29702970,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-kebayoran-baru-jakarta-selatan-dki-jakarta-oleh-desmon-andro-18938310
kemang,5,7,498,9000000000,9729730,"kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-oleh-rolina-bealinda-18941489
Harga Bagus Rumah Unik Siap Huni Pool Dan Taman Hoek Dalam Komplek  Bona Indah Jakarta Selatan,5,5,400,9000000000,22332506,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-harga-bagus-rumah-unik-siap-huni-pool-dan-taman-hoek-dalam-komplek-bona-indah-jakarta-selatan-oleh-sartini-18922096
Rumah Tinggal,5,4,1000,8999999999,15000000,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tinggal-oleh-rahma-9621881
DI JUAL SOUTH GROVE LUXURY TOWN HOUSE DI LEBAK BULUS JAKARTA SELATAN SISA UNIT 7 RUMAH LAGII !,2,3,378,8990000000,40495495,"Jl. Lebak Bulus 1 No. 3, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-south-grove-luxury-town-house-di-lebak-bulus-jakarta-selatan-sisa-unit-7-rumah-lagii-oleh-dwi-rimayanti-18790156
South grove,3,4,378,8990000000,40495495,"Karang Tengah, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-south-grove-oleh-muray-18755776
"SOUTH GROVE BY SERENIA HILLS 2JAKARTA SELATAN, HUNIAN MEWAH KONSEP AMERCAN STYLE, PROMO SPECIAL 1 UNIT",3,3,378,8990000000,40495495,"Jl Lebak Bulus, Kec. Cilandak,  Jakarta Selatan, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-south-grove-by-serenia-hills-2jakarta-selatan-hunian-mewah-konsep-amercan-style-promo-special-1-unit-oleh-lindawati-halim-18812772
SOUTH GROVE LEBAK BULUS,4,4,378,8990000000,40495495,"Lebak Bulus 1, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-south-grove-lebak-bulus-oleh-ardi-17374088
Rumah Dijual Cepat Di Pancoran Indah Jaksel,3,5,330,8900000000,29666667,"Jl. Pancoran Indah, Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-di-pancoran-indah-jaksel-oleh-fenie-18483819
Rumah siap huni turun harga di Pejaten timur jakarta selatan,4,5,540,8900000000,8286778,"Pejaten timur, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-turun-harga-di-pejaten-timur-jakarta-selatan-oleh-mira-18828297
"TEBET TIMUR AKSES 2 MOBIL - Luas 367 m2, Kondisi Bare Condition",4,4,357,8900000000,24250681,"Tebet Timur, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-timur-akses-2-mobil-luas-367-m2-kondisi-bare-condition-oleh-abdurrahman-siddiq-18761515
Dijual rumah mewah di pinggir jalan raya pasar minggu,4,4,350,8900000000,40271493,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pinggir-jalan-raya-pasar-minggu-oleh-rifa-firdaus-17792287
Jual Cepat Murah Rumah Baru Mewah Minimalis Modern Di Pondok Indah,4,4,250,8900000000,59333333,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-baru-mewah-minimalis-modern-di-pondok-indah-oleh-fathia-thalib-s-i-kom-18258448
DIJUAL RUMAH MURAH Terawat Layak Huni Hitung Tanah Saja Di Asem Baris Tebet Jakarta Selatan,6,8,600,8900000000,12805755,"Jl Asem Baris Tebet Jakarta Selatan, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-terawat-layak-huni-hitung-tanah-saja-di-asem-baris-tebet-jakarta-selatan-oleh-warsikin-asyraf-18930872
Rumah dijual ragunan brand new house jakarta selatan !,6,8,500,8900000000,17115385,"Ragunan, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-ragunan-brand-new-house-jakarta-selatan-oleh-ahmad-sauqi-18817279
Rumah Bergaya Mediteranian Di Lebak Bulus,5,5,600,8800000000,19730942,"Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bergaya-mediteranian-di-lebak-bulus-oleh-wati-17582352
"TURUN HARGA! !! Dijual Rumah Second dg 6 kamar tidur , kondisii rumah terawat. Be",5,6,450,8750000000,16055046,"Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-dijual-rumah-second-dg-6-kamar-tidur-kondisii-rumah-terawat-be-oleh-zainab-alattas-17048894
Dijual Rumah mewah  Desain cantik modern 2 lantai area cilandak Jakarta selatan !,3,4,230,8700000000,22894737,"Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-desain-cantik-modern-2-lantai-area-cilandak-jakarta-selatan-oleh-ahmad-sauqi-18887407
Pondok pinang,4,5,280,8700000000,42439024,"Pondok pinang jaksel, Pondok Pinang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-pinang-oleh-syamsudin-18916554
Rumah 4 lantai Pasar Jumat dekat terminal lebak bulus,5,6,380,8700000000,42439024,"grand pinang residence, Pondok Pinang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-4-lantai-pasar-jumat-dekat-terminal-lebak-bulus-oleh-hendra-wijaya-18905291
Kemang Six Residence,0,4,400,8700000000,28338762,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-six-residence-oleh-ida-nurul-huda-16954511
Rumah Pakubuwono VI,2,3,200,8500000000,65384615,"Pakubuwono VI, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pakubuwono-vi-oleh-widiyanto-18099263
Rumah Tua Dalam Komplek di Warung Jati Jakarta Selatan. Dibawah NJOP. MURAH ! !!,3,5,120,8500000000,13449367,"Jl Warung Jati Jakarta Selatan, Kalibata, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tua-dalam-komplek-di-warung-jati-jakarta-selatan-dibawah-njop-murah-oleh-korinof-dasir-18887130
Rumah Siap Huni Dalam kompleks di Lebak Bulus,3,5,600,8500000000,19058296,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dalam-kompleks-di-lebak-bulus-oleh-imelda-djuarta-18930178
Rumah murah villa delima Lebak bulus,3,5,600,8500000000,19058296,"Villa delima, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-villa-delima-lebak-bulus-oleh-rony-18926271
Lebak bulus,3,4,600,8500000000,19058296,"Vila delima, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-remmi-michael-18926095
